Timestamp,Temp,Humidity,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
2024-10-16 15:09:25.425,25.74,33.66,1.16.3,FR1,20,4.19,NaN,1,Right,Left,0,3,0,0,NaN,NaN,0.21
2024-10-16 15:09:33.857,25.74,34.05,1.16.3,FR1,20,4.20,NaN,1,Right,Left,0,4,0,0,NaN,NaN,0.31
