Timestamp,Temp,Humidity,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
2024-10-14 15:10:20.762,25.99,28.80,1.16.3,FR1,20,4.20,NaN,1,Right,Left,1,12,1,0,NaN,NaN,0.27
2024-10-14 15:10:21.672,26.03,28.80,1.16.3,FR1,20,4.20,NaN,1,Right,Left,1,13,1,0,NaN,NaN,0.12
