Timestamp,Temp,Humidity,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
2024-10-14 15:10:24.467,25.20,34.49,1.16.3,FR1,4,4.19,NaN,1,Right,Left,0,13,0,0,NaN,NaN,0.08
2024-10-14 15:10:25.261,25.19,34.49,1.16.3,FR1,4,4.19,NaN,1,Right,Left,0,14,0,0,NaN,NaN,0.21
