Timestamp,Temp,Humidity,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
2024-10-10 15:28:55.783,24.22,35.20,1.16.3,FR1,4,4.20,NaN,1,Right,Left,28,135,17,0,NaN,NaN,0.15
2024-10-10 15:29:01.768,24.23,35.20,1.16.3,FR1,4,4.19,NaN,1,Right,Left,28,136,17,0,NaN,NaN,0.15
2024-10-10 15:29:11.005,24.23,35.19,1.16.3,FR1,4,4.19,NaN,1,Left,Left,29,136,17,0,NaN,NaN,4.77
2024-10-10 15:29:15.761,24.24,35.20,1.16.3,FR1,4,4.19,NaN,1,PelletInWell,Left,29,136,17,0,NaN,NaN,NaN
2024-10-10 15:29:19.833,24.23,35.19,1.16.3,FR1,4,4.20,NaN,1,RightWithPellet,Left,29,137,17,0,NaN,NaN,2.08
2024-10-10 15:29:21.706,24.24,35.18,1.16.3,FR1,4,4.20,NaN,1,LeftWithPellet,Left,30,137,17,0,NaN,NaN,0.49
2024-10-10 15:29:21.919,24.27,35.16,1.16.3,FR1,4,4.18,3,1,Pellet,Left,30,137,18,0,5.25,158,NaN
