Timestamp,Temp,Humidity,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
2024-10-16 15:09:29.514,25.60,38.97,1.16.3,FR1,4,4.18,NaN,1,Right,Left,0,3,0,0,NaN,NaN,0.11
2024-10-16 15:09:32.245,25.59,38.93,1.16.3,FR1,4,4.19,NaN,1,Right,Left,0,4,0,0,NaN,NaN,0.21
