Timestamp,Temp,Humidity,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
2024-10-16 15:09:28.239,25.59,37.22,1.16.3,FR1,11,4.20,NaN,1,Right,Left,0,3,0,0,NaN,NaN,0.15
2024-10-16 15:09:30.894,25.59,37.33,1.16.3,FR1,11,4.19,NaN,1,Right,Left,0,4,0,0,NaN,NaN,0.28
